frame.time_epoch,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,ip.proto,frame.len,tcp.flags,src_port,dst_port,tcp.flags.int,flag_fin,flag_syn,flag_rst,flag_psh,flag_ack,flag_urg,http.request.method,http.request.uri,http.host,data.text
1761394676.745214,44.228.249.3,192.168.1.74,80,13633,0,0,6,60,0x0012,80,13633,18,0,1,0,0,1,0,,,,
1761394676.745214,44.228.249.3,192.168.1.74,80,12178,0,0,6,60,0x0012,80,12178,18,0,1,0,0,1,0,,,,
1761394676.745214,44.228.249.3,192.168.1.74,80,41284,0,0,6,60,0x0012,80,41284,18,0,1,0,0,1,0,,,,
1761394676.745597,44.228.249.3,192.168.1.74,80,23827,0,0,6,60,0x0012,80,23827,18,0,1,0,0,1,0,,,,
1761394676.745597,44.228.249.3,192.168.1.74,80,50923,0,0,6,60,0x0012,80,50923,18,0,1,0,0,1,0,,,,
1761394676.745597,44.228.249.3,192.168.1.74,80,29838,0,0,6,60,0x0010,80,29838,16,0,0,0,0,1,0,,,,
1761394676.745597,44.228.249.3,192.168.1.74,80,28264,0,0,6,60,0x0012,80,28264,18,0,1,0,0,1,0,,,,
1761394676.745597,44.228.249.3,192.168.1.74,80,18056,0,0,6,60,0x0012,80,18056,18,0,1,0,0,1,0,,,,
1761394676.745597,44.228.249.3,192.168.1.74,80,60386,0,0,6,60,0x0012,80,60386,18,0,1,0,0,1,0,,,,
1761394676.745597,44.228.249.3,192.168.1.74,80,53093,0,0,6,60,0x0010,80,53093,16,0,0,0,0,1,0,,,,
1761394676.745597,44.228.249.3,192.168.1.74,80,53970,0,0,6,60,0x0012,80,53970,18,0,1,0,0,1,0,,,,
1761394676.746115,44.228.249.3,192.168.1.74,80,45352,0,0,6,60,0x0012,80,45352,18,0,1,0,0,1,0,,,,
1761394676.746115,44.228.249.3,192.168.1.74,80,55078,0,0,6,60,0x0012,80,55078,18,0,1,0,0,1,0,,,,
1761394676.746115,44.228.249.3,192.168.1.74,80,64332,0,0,6,60,0x0012,80,64332,18,0,1,0,0,1,0,,,,
1761394676.746115,44.228.249.3,192.168.1.74,80,31235,0,0,6,60,0x0012,80,31235,18,0,1,0,0,1,0,,,,
1761394676.754092,44.228.249.3,192.168.1.74,80,3039,0,0,6,60,0x0012,80,3039,18,0,1,0,0,1,0,,,,
1761394676.754092,44.228.249.3,192.168.1.74,80,55103,0,0,6,60,0x0012,80,55103,18,0,1,0,0,1,0,,,,
1761394676.754092,44.228.249.3,192.168.1.74,80,42020,0,0,6,60,0x0012,80,42020,18,0,1,0,0,1,0,,,,
1761394676.754092,44.228.249.3,192.168.1.74,80,50967,0,0,6,60,0x0012,80,50967,18,0,1,0,0,1,0,,,,
1761394676.754092,44.228.249.3,192.168.1.74,80,12128,0,0,6,60,0x0012,80,12128,18,0,1,0,0,1,0,,,,
1761394676.754092,44.228.249.3,192.168.1.74,80,13683,0,0,6,60,0x0012,80,13683,18,0,1,0,0,1,0,,,,
1761394676.757939,44.228.249.3,192.168.1.74,80,52947,0,0,6,60,0x0012,80,52947,18,0,1,0,0,1,0,,,,
1761394676.757939,44.228.249.3,192.168.1.74,80,57426,0,0,6,60,0x0012,80,57426,18,0,1,0,0,1,0,,,,
1761394676.759568,44.228.249.3,192.168.1.74,80,42443,0,0,6,60,0x0012,80,42443,18,0,1,0,0,1,0,,,,
1761394676.759569,44.228.249.3,192.168.1.74,80,19149,0,0,6,60,0x0012,80,19149,18,0,1,0,0,1,0,,,,
1761394676.759569,44.228.249.3,192.168.1.74,80,43566,0,0,6,60,0x0012,80,43566,18,0,1,0,0,1,0,,,,
1761394676.759569,44.228.249.3,192.168.1.74,80,28834,0,0,6,60,0x0012,80,28834,18,0,1,0,0,1,0,,,,
1761394676.759569,44.228.249.3,192.168.1.74,80,32063,0,0,6,60,0x0012,80,32063,18,0,1,0,0,1,0,,,,
1761394676.759569,44.228.249.3,192.168.1.74,80,41520,0,0,6,60,0x0012,80,41520,18,0,1,0,0,1,0,,,,
1761394676.759569,44.228.249.3,192.168.1.74,80,35770,0,0,6,60,0x0012,80,35770,18,0,1,0,0,1,0,,,,
1761394676.759569,44.228.249.3,192.168.1.74,80,31323,0,0,6,60,0x0012,80,31323,18,0,1,0,0,1,0,,,,
1761394676.762953,44.228.249.3,192.168.1.74,80,23475,0,0,6,60,0x0012,80,23475,18,0,1,0,0,1,0,,,,
1761394676.762953,44.228.249.3,192.168.1.74,80,39092,0,0,6,60,0x0012,80,39092,18,0,1,0,0,1,0,,,,
1761394676.762953,44.228.249.3,192.168.1.74,80,48728,0,0,6,60,0x0012,80,48728,18,0,1,0,0,1,0,,,,
1761394676.762953,44.228.249.3,192.168.1.74,80,18822,0,0,6,60,0x0012,80,18822,18,0,1,0,0,1,0,,,,
1761394676.762953,44.228.249.3,192.168.1.74,80,26269,0,0,6,60,0x0012,80,26269,18,0,1,0,0,1,0,,,,
1761394676.772377,44.228.249.3,192.168.1.74,80,2902,0,0,6,60,0x0012,80,2902,18,0,1,0,0,1,0,,,,
1761394676.772377,44.228.249.3,192.168.1.74,80,40791,0,0,6,60,0x0012,80,40791,18,0,1,0,0,1,0,,,,
1761394676.772377,44.228.249.3,192.168.1.74,80,35377,0,0,6,60,0x0012,80,35377,18,0,1,0,0,1,0,,,,
1761394676.772377,44.228.249.3,192.168.1.74,80,39925,0,0,6,60,0x0012,80,39925,18,0,1,0,0,1,0,,,,
1761394676.878187,44.228.249.3,192.168.1.74,80,60604,0,0,6,60,0x0012,80,60604,18,0,1,0,0,1,0,,,,
1761394676.878187,44.228.249.3,192.168.1.74,80,52912,0,0,6,60,0x0012,80,52912,18,0,1,0,0,1,0,,,,
1761394676.878187,44.228.249.3,192.168.1.74,80,64625,0,0,6,60,0x0012,80,64625,18,0,1,0,0,1,0,,,,
1761394676.878187,44.228.249.3,192.168.1.74,80,28830,0,0,6,60,0x0012,80,28830,18,0,1,0,0,1,0,,,,
1761394676.878187,44.228.249.3,192.168.1.74,80,54779,0,0,6,60,0x0012,80,54779,18,0,1,0,0,1,0,,,,
1761394676.878188,44.228.249.3,192.168.1.74,80,48537,0,0,6,60,0x0012,80,48537,18,0,1,0,0,1,0,,,,
1761394676.878188,44.228.249.3,192.168.1.74,80,48503,0,0,6,60,0x0012,80,48503,18,0,1,0,0,1,0,,,,
1761394676.878874,44.228.249.3,192.168.1.74,80,44142,0,0,6,60,0x0012,80,44142,18,0,1,0,0,1,0,,,,
1761394676.878874,44.228.249.3,192.168.1.74,80,62735,0,0,6,60,0x0012,80,62735,18,0,1,0,0,1,0,,,,
1761394676.878874,44.228.249.3,192.168.1.74,80,25231,0,0,6,60,0x0012,80,25231,18,0,1,0,0,1,0,,,,
1761394676.878874,44.228.249.3,192.168.1.74,80,32741,0,0,6,60,0x0012,80,32741,18,0,1,0,0,1,0,,,,
1761394676.878874,44.228.249.3,192.168.1.74,80,13342,0,0,6,60,0x0012,80,13342,18,0,1,0,0,1,0,,,,
